amt,city_pop,unix_time,is_fraud,hour,month,distance_cardholder_merchant,age,is_weekend,is_night,velocity_1h,velocity_24h,amount_velocity_1h,category_encoded,gender_encoded,day_of_week_encoded
2.86,333497,1371816865,0,12,6,24.56146172635633,52,1,0,1.0,1.0,2.86,10,1,6
36.72,493806,1371817660,0,12,6,113.65648548852162,40,1,0,1.0,1.0,36.72,7,1,6
105.78,568,1371817674,0,12,6,7.768944039717112,51,1,0,1.0,1.0,105.78,0,1,6
12.64,4512,1371818841,0,12,6,69.25172587556968,28,1,0,1.0,1.0,12.64,10,0,6
2.54,158701,1371818868,0,12,6,60.59914184112414,42,1,0,1.0,1.0,2.54,9,1,6
1.8,31394,1371819717,0,13,6,87.47448110226392,24,1,0,1.0,1.0,1.8,12,0,6
49.07,2443,1371819791,0,13,6,51.934856679947856,79,1,0,1.0,1.0,49.07,7,1,6
124.66,1645,1371819942,0,13,6,30.457093067199327,34,1,0,1.0,1.0,124.66,6,0,6
133.84,32891,1371820059,0,13,6,58.25385322072932,33,1,0,2.0,2.0,136.17000000000002,5,1,6
77.33,782,1371820788,0,13,6,77.62132158624314,20,1,0,1.0,1.0,77.33,5,1,6
21.81,467,1371820848,0,13,6,60.429224928064365,70,1,0,1.0,1.0,21.81,6,0,6
113.53,1178,1371820909,0,13,6,76.81615388915199,69,1,0,1.0,1.0,113.53,5,0,6
44.11,50489,1371820917,0,13,6,89.18622886898719,36,1,0,1.0,1.0,44.11,5,0,6
104.68,87124,1371821449,0,13,6,96.19802187962752,33,1,0,1.0,1.0,104.68,5,0,6
3.88,11250,1371821751,0,13,6,57.7361260640708,43,1,0,1.0,1.0,3.88,13,1,6
106.86,124967,1371821813,0,13,6,57.09052792538129,40,1,0,1.0,2.0,106.86,6,1,6
9.8,163415,1371822433,0,13,6,112.14729267541982,16,1,0,1.0,1.0,9.8,11,0,6
6.82,6469,1371822482,0,13,6,68.86419080884228,41,1,0,2.0,2.0,68.67,11,0,6
102.43,242,1371822488,0,13,6,83.26960172335023,33,1,0,1.0,1.0,102.43,0,0,6
66.06,75830,1371822536,0,13,6,100.52710551642782,46,1,0,2.0,3.0,117.5,6,1,6
162.07,7646,1371822705,0,13,6,62.1123574004636,32,1,0,2.0,2.0,201.61,10,0,6
7.46,3279,1371824685,0,14,6,36.44891772252202,42,1,0,2.0,3.0,135.06,12,1,6
98.67,3458,1371824699,0,14,6,70.8405346968424,35,1,0,1.0,1.0,98.67,11,0,6
156.72,16183,1371825020,0,14,6,11.224229849235874,43,1,0,1.0,1.0,156.72,11,0,6
41.13,1261,1371825806,0,14,6,131.67811257994808,48,1,0,1.0,2.0,41.13,7,1,6
81.78,2408,1371825849,0,14,6,33.694824255336854,23,1,0,1.0,1.0,81.78,9,0,6
1.18,151785,1371827024,0,15,6,88.42081037321593,46,1,0,3.0,3.0,39.45,12,0,6
7.06,5548,1371827934,0,15,6,31.153988651523115,45,1,0,1.0,1.0,7.06,13,1,6
53.05,34496,1371829427,0,15,6,119.62897487254384,50,1,0,1.0,3.0,53.05,1,0,6
12.51,156391,1371829698,0,15,6,44.0698888333518,52,1,0,1.0,1.0,12.51,10,0,6
103.25,13835,1371830293,0,15,6,70.51163420921536,53,1,0,1.0,2.0,103.25,7,1,6
69.82,128354,1371831101,0,16,6,96.9487971753056,28,1,0,1.0,1.0,69.82,6,0,6
